guenter-20171006-rec_de5-001;guenter-20171006-rec;de5-001;TEST TEST;test test;2
guenter-20171006-rec_de5-003;guenter-20171006-rec;de5-003;OK COMPUTER;ok computer;2
guenter-20171006-rec_de5-004;guenter-20171006-rec;de5-004;HAD TO THINK OF A FRIEND;had to think of a friend;2
guenter-20171006-rec_de5-006;guenter-20171006-rec;de5-006;NSPC;nspc;2
guenter-20171006-rec_de5-007;guenter-20171006-rec;de5-007;OK COMPUTER;ok computer;2
guenter-20171006-rec_de5-008;guenter-20171006-rec;de5-008;CIAO;ciao;2
guenter-20171006-rec_de5-009;guenter-20171006-rec;de5-009;COMPUTER GOOD DAY;computer good day;2
guenter-20171006-rec_de5-010;guenter-20171006-rec;de5-010;WELL THE IDEA TO TALK TO YOU ORIGINATED FROM A FRIEND;well the idea to talk to you originated from a friend;2
guenter-20171006-rec_de5-011;guenter-20171006-rec;de5-011;COMPUTER ICH AM WORRIED ABOUT MY TRUCK;computer ich am worried about my truck;2
guenter-20171006-rec_de5-012;guenter-20171006-rec;de5-012;HAL I HAVE BEEN DREAMING OF YOU;hal i have been dreaming of you;2
guenter-20171006-rec_de5-013;guenter-20171006-rec;de5-013;NSPC;nspc;2
guenter-20171006-rec_de5-014;guenter-20171006-rec;de5-014;NSPC;nspc;2
guenter-20171006-rec_de5-015;guenter-20171006-rec;de5-015;NSPC;nspc;2
guenter-20171006-rec_de5-016;guenter-20171006-rec;de5-016;NSPC;nspc;2
guenter-20171006-rec_de5-017;guenter-20171006-rec;de5-017;TEST TEST;test test;2
guenter-20171006-rec_de5-018;guenter-20171006-rec;de5-018;NSPC;nspc;2
guenter-20171006-rec_de5-019;guenter-20171006-rec;de5-019;I COULD ENVISION;i could envision;2
guenter-20171006-rec_de5-020;guenter-20171006-rec;de5-020;COMPUTER HE STATED THAT I AM TOO OFTEN DOWN;computer he stated that i am too often down;2
guenter-20171006-rec_de5-021;guenter-20171006-rec;de5-021;OK HAL;ok hal;2
guenter-20171006-rec_de5-022;guenter-20171006-rec;de5-022;HAL HE SAID THAT I AM SOMETIMES DEPRESSED;hal he said that i am sometimes depressed;2
guenter-20171006-rec_de5-023;guenter-20171006-rec;de5-023;NSPC;nspc;2
guenter-20171006-rec_de5-024;guenter-20171006-rec;de5-024;COMPUTER BYE;computer bye;2
guenter-20171006-rec_de5-025;guenter-20171006-rec;de5-025;OK COMPUTER;ok computer;2
guenter-20171006-rec_de5-026;guenter-20171006-rec;de5-026;HAL HOW DO YOU DO TODAY;hal how do you do today;2
guenter-20171006-rec_de5-027;guenter-20171006-rec;de5-027;I AM SINGLE AGAIN;i am single again;2
guenter-20171006-rec_de5-028;guenter-20171006-rec;de5-028;COMPUTER ONLY BEHIND YOUR BACK;computer only behind your back;2
guenter-20171006-rec_de5-029;guenter-20171006-rec;de5-029;COMPUTER YOU MAKE ME SICK;computer you make me sick;2
guenter-20171006-rec_de5-030;guenter-20171006-rec;de5-030;OK COMPUTER;ok computer;2
guenter-20171006-rec_de5-031;guenter-20171006-rec;de5-031;LIGHTS ON;lights on;2
guenter-20171006-rec_de5-032;guenter-20171006-rec;de5-032;COMPUTER VERY WONDERFUL;computer very wonderful;2
guenter-20171006-rec_de5-033;guenter-20171006-rec;de5-033;LIGHTS OFF PLEASE;lights off please;2
guenter-20171006-rec_de5-034;guenter-20171006-rec;de5-034;COMPUTER WHY IS THAT SO;computer why is that so;2
guenter-20171006-rec_de5-035;guenter-20171006-rec;de5-035;HAL GOOD EVENING;hal good evening;2
guenter-20171006-rec_de5-036;guenter-20171006-rec;de5-036;DO YOU THINK HE IS LOOKING GREAT;do you think he is looking great;2
guenter-20171006-rec_de5-037;guenter-20171006-rec;de5-037;OK HAL;ok hal;2
guenter-20171006-rec_de5-038;guenter-20171006-rec;de5-038;ARE WE FRIENDS;are we friends;2
guenter-20171006-rec_de5-039;guenter-20171006-rec;de5-039;GOOD DAY;good day;2
guenter-20171006-rec_de5-040;guenter-20171006-rec;de5-040;HE STATED THAT I AM TOO OFTEN DEPRESSED;he stated that i am too often depressed;2
guenter-20171006-rec_de5-041;guenter-20171006-rec;de5-041;OK COMPUTER;ok computer;2
guenter-20171006-rec_de5-042;guenter-20171006-rec;de5-042;COMPUTER THAT SEEMS SIMILAR;computer that seems similar;2
guenter-20171006-rec_de5-043;guenter-20171006-rec;de5-043;IS THAT REALLY;is that really;2
guenter-20171006-rec_de5-044;guenter-20171006-rec;de5-044;COMPUTER PLEASE LIGHTS ON IN THE BASEMENT;computer please lights on in the basement;2
guenter-20171006-rec_de5-045;guenter-20171006-rec;de5-045;I FEEL PLEASED;i feel pleased;2
guenter-20171006-rec_de5-046;guenter-20171006-rec;de5-046;JUST WHY IS THAT SO;just why is that so;2
guenter-20171006-rec_de5-047;guenter-20171006-rec;de5-047;SEE THE IDEA FOR THIS CAME FROM A FRIEND;see the idea for this came from a friend;2
guenter-20171006-rec_de5-048;guenter-20171006-rec;de5-048;HAL I AM SORRY;hal i am sorry;2
guenter-20171006-rec_de5-049;guenter-20171006-rec;de5-049;POSER;poser;2
guenter-20171006-rec_de5-050;guenter-20171006-rec;de5-050;OK HAL;ok hal;2
guenter-20171006-rec_de5-051;guenter-20171006-rec;de5-051;ABSOLUTELY SURE;absolutely sure;2
guenter-20171006-rec_de5-052;guenter-20171006-rec;de5-052;I AM IN LOVE AGAIN;i am in love again;2
guenter-20171006-rec_de5-053;guenter-20171006-rec;de5-053;THANKS GREAT;thanks great;2
guenter-20171006-rec_de5-054;guenter-20171006-rec;de5-054;LIGHTS ON;lights on;2
guenter-20171006-rec_de5-055;guenter-20171006-rec;de5-055;LIGHTS OFF PLEASE;lights off please;2
guenter-20171006-rec_de5-056;guenter-20171006-rec;de5-056;TURN ON THE LIGHTS IN THE BEDROOM;turn on the lights in the bedroom;2
guenter-20171006-rec_de5-057;guenter-20171006-rec;de5-057;COMPUTER WHY NOT;computer why not;2
guenter-20171006-rec_de5-058;guenter-20171006-rec;de5-058;HAL GOODBYE;hal goodbye;2
guenter-20171006-rec_de5-059;guenter-20171006-rec;de5-059;HELLO COMPUTER;hello computer;2
guenter-20171006-rec_de5-060;guenter-20171006-rec;de5-060;I AM GETTING SOMEWHAT TIRED UNFORTUNATELY;i am getting somewhat tired unfortunately;2
guenter-20171006-rec_de5-061;guenter-20171006-rec;de5-061;HAL CAUSE I DON'T WANT TO ATTACK YOU;hal cause i don't want to attack you;2
guenter-20171006-rec_de5-062;guenter-20171006-rec;de5-062;GOOD EVENING;good evening;2
guenter-20171006-rec_de5-063;guenter-20171006-rec;de5-063;SHE TOLD ME ABOUT YOU;she told me about you;2
guenter-20171006-rec_de5-064;guenter-20171006-rec;de5-064;HAL MAN I AM SO HAPPY;hal man i am so happy;2
guenter-20171006-rec_de5-065;guenter-20171006-rec;de5-065;HAL TURN OFF THE LIGHTS IN THE KITCHEN;hal turn off the lights in the kitchen;2
guenter-20171006-rec_de5-066;guenter-20171006-rec;de5-066;COMPUTER LIGHTS ON IN THE LIVING ROOM;computer lights on in the living room;2
guenter-20171006-rec_de5-067;guenter-20171006-rec;de5-067;HAL DIM OFF THE LIGHTS IN THE ATTIC;hal dim off the lights in the attic;2
guenter-20171006-rec_de5-068;guenter-20171006-rec;de5-068;COMPUTER TUNE TO POP;computer tune to pop;2
guenter-20171006-rec_de5-069;guenter-20171006-rec;de5-069;HAL TURN OFF THE RADIO;hal turn off the radio;2
guenter-20171006-rec_de5-070;guenter-20171006-rec;de5-070;COMPUTER PLEASE TUNE INTO DEUTSCHLANDFUNK;computer please tune into deutschlandfunk;2
guenter-20171006-rec_de5-071;guenter-20171006-rec;de5-071;PLEASE TUNE TO DANCE;please tune to dance;2
guenter-20171006-rec_de5-072;guenter-20171006-rec;de5-072;COMPUTER TUNE INTO ROCK;computer tune into rock;2
guenter-20171006-rec_de5-073;guenter-20171006-rec;de5-073;SWITCH ON WORKOUT;switch on workout;2
guenter-20171006-rec_de5-074;guenter-20171006-rec;de5-074;COMPUTER TUNE ON POWER HIT RADIO;computer tune on power hit radio;2
guenter-20171006-rec_de5-075;guenter-20171006-rec;de5-075;TURN TO TECH NEWS;turn to tech news;2
guenter-20171006-rec_de5-076;guenter-20171006-rec;de5-076;TURN OFF THE RADIO PLEASE;turn off the radio please;2
guenter-20171006-rec_de5-077;guenter-20171006-rec;de5-077;NSPC;nspc;2
guenter-20171006-rec_de5-078;guenter-20171006-rec;de5-078;NSPC;nspc;2
guenter-20171006-rec_de5-080;guenter-20171006-rec;de5-080;NSPC;nspc;2
guenter-20171006-rec_de5-081;guenter-20171006-rec;de5-081;NSPC;nspc;2
guenter-20171006-rec_de5-082;guenter-20171006-rec;de5-082;NSPC;nspc;2
guenter-20171006-rec_de5-083;guenter-20171006-rec;de5-083;NSPC;nspc;2
guenter-20171006-rec_de5-084;guenter-20171006-rec;de5-084;NSPC;nspc;2
guenter-20171006-rec_de5-085;guenter-20171006-rec;de5-085;HAD TO THINK OF A FRIEND;had to think of a friend;2
guenter-20171006-rec_de5-086;guenter-20171006-rec;de5-086;CIAO;ciao;2
guenter-20171006-rec_de5-087;guenter-20171006-rec;de5-087;COMPUTER GOOD DAY;computer good day;2
guenter-20171006-rec_de5-088;guenter-20171006-rec;de5-088;WELL THE IDEA TO TALK TO YOU ORIGINATED FROM A FRIEND;well the idea to talk to you originated from a friend;2
guenter-20171006-rec_de5-090;guenter-20171006-rec;de5-090;COMPUTER ICH AM WORRIED ABOUT MY TRUCK;computer ich am worried about my truck;2
guenter-20171006-rec_de5-091;guenter-20171006-rec;de5-091;HAL I HAVE BEEN DREAMING OF YOU;hal i have been dreaming of you;2
guenter-20171006-rec_de5-092;guenter-20171006-rec;de5-092;I COULD ENVISION;i could envision;2
guenter-20171006-rec_de5-093;guenter-20171006-rec;de5-093;COMPUTER HE STATED THAT I AM TOO OFTEN DOWN;computer he stated that i am too often down;2
guenter-20171006-rec_de5-094;guenter-20171006-rec;de5-094;OK HAL;ok hal;2
guenter-20171006-rec_de5-095;guenter-20171006-rec;de5-095;HAL HE SAID THAT I AM SOMETIMES DEPRESSED;hal he said that i am sometimes depressed;2
guenter-20171006-rec_de5-096;guenter-20171006-rec;de5-096;COMPUTER BYE;computer bye;2
guenter-20171006-rec_de5-097;guenter-20171006-rec;de5-097;OK COMPUTER;ok computer;2
guenter-20171006-rec_de5-098;guenter-20171006-rec;de5-098;HAL HOW DO YOU DO TODAY;hal how do you do today;2
guenter-20171006-rec_de5-099;guenter-20171006-rec;de5-099;I AM SINGLE AGAIN;i am single again;2
guenter-20171006-rec_de5-100;guenter-20171006-rec;de5-100;COMPUTER ONLY BEHIND YOUR BACK;computer only behind your back;2
guenter-20171006-rec_de5-101;guenter-20171006-rec;de5-101;COMPUTER YOU MAKE ME SICK;computer you make me sick;2
guenter-20171006-rec_de5-102;guenter-20171006-rec;de5-102;OK COMPUTER;ok computer;2
guenter-20171006-rec_de5-103;guenter-20171006-rec;de5-103;LIGHTS ON;lights on;2
guenter-20171006-rec_de5-104;guenter-20171006-rec;de5-104;COMPUTER VERY WONDERFUL;computer very wonderful;2
guenter-20171006-rec_de5-106;guenter-20171006-rec;de5-106;LIGHTS OFF PLEASE;lights off please;2
guenter-20171006-rec_de5-107;guenter-20171006-rec;de5-107;COMPUTER WHY IS THAT SO;computer why is that so;2
guenter-20171006-rec_de5-108;guenter-20171006-rec;de5-108;NSPC;nspc;2
guenter-20171006-rec_de5-109;guenter-20171006-rec;de5-109;DO YOU THINK HE IS LOOKING GREAT;do you think he is looking great;2
guenter-20171006-rec_de5-112;guenter-20171006-rec;de5-112;OK HAL;ok hal;2
guenter-20171006-rec_de5-113;guenter-20171006-rec;de5-113;ARE WE FRIENDS;are we friends;2
guenter-20171006-rec_de5-114;guenter-20171006-rec;de5-114;GOOD DAY;good day;2
guenter-20171006-rec_de5-115;guenter-20171006-rec;de5-115;HE STATED THAT I AM TOO OFTEN DEPRESSED;he stated that i am too often depressed;2
guenter-20171006-rec_de5-116;guenter-20171006-rec;de5-116;OK COMPUTER;ok computer;2
guenter-20171006-rec_de5-117;guenter-20171006-rec;de5-117;COMPUTER THAT SEEMS SIMILAR;computer that seems similar;2
guenter-20171006-rec_de5-118;guenter-20171006-rec;de5-118;IS THAT REALLY;is that really;2
guenter-20171006-rec_de5-119;guenter-20171006-rec;de5-119;COMPUTER PLEASE LIGHTS ON IN THE BASEMENT;computer please lights on in the basement;2
guenter-20171006-rec_de5-121;guenter-20171006-rec;de5-121;I FEEL PLEASED;i feel pleased;2
guenter-20171006-rec_de5-122;guenter-20171006-rec;de5-122;JUST WHY IS THAT SO;just why is that so;2
guenter-20171006-rec_de5-123;guenter-20171006-rec;de5-123;SEE THE IDEA FOR THIS CAME FROM A FRIEND;see the idea for this came from a friend;2
guenter-20171006-rec_de5-124;guenter-20171006-rec;de5-124;HAL I AM SORRY;hal i am sorry;2
guenter-20171006-rec_de5-125;guenter-20171006-rec;de5-125;POSER;poser;2
guenter-20171006-rec_de5-126;guenter-20171006-rec;de5-126;OK HAL;ok hal;2
guenter-20171006-rec_de5-127;guenter-20171006-rec;de5-127;ABSOLUTELY SURE;absolutely sure;2
guenter-20171006-rec_de5-128;guenter-20171006-rec;de5-128;I AM IN LOVE AGAIN;i am in love again;2
guenter-20171006-rec_de5-129;guenter-20171006-rec;de5-129;THANKS GREAT;thanks great;2
guenter-20171006-rec_de5-130;guenter-20171006-rec;de5-130;LIGHTS ON;lights on;2
guenter-20171006-rec_de5-131;guenter-20171006-rec;de5-131;LIGHTS OFF PLEASE;lights off please;2
guenter-20171006-rec_de5-132;guenter-20171006-rec;de5-132;TURN ON THE LIGHTS IN THE BEDROOM;turn on the lights in the bedroom;2
guenter-20171006-rec_de5-133;guenter-20171006-rec;de5-133;COMPUTER WHY NOT;computer why not;2
guenter-20171006-rec_de5-134;guenter-20171006-rec;de5-134;HAL GOODBYE;hal goodbye;2
guenter-20171006-rec_de5-135;guenter-20171006-rec;de5-135;HELLO COMPUTER;hello computer;2
guenter-20171006-rec_de5-136;guenter-20171006-rec;de5-136;I AM GETTING SOMEWHAT TIRED UNFORTUNATELY;i am getting somewhat tired unfortunately;2
guenter-20171006-rec_de5-137;guenter-20171006-rec;de5-137;HAL CAUSE I DON'T WANT TO ATTACK YOU;hal cause i don't want to attack you;2
guenter-20171006-rec_de5-138;guenter-20171006-rec;de5-138;GOOD EVENING;good evening;2
guenter-20171006-rec_de5-139;guenter-20171006-rec;de5-139;SHE TOLD ME ABOUT YOU;she told me about you;2
guenter-20171006-rec_de5-140;guenter-20171006-rec;de5-140;HAL MAN I AM SO HAPPY;hal man i am so happy;2
guenter-20171006-rec_de5-141;guenter-20171006-rec;de5-141;HAL TURN OFF THE LIGHTS IN THE KITCHEN;hal turn off the lights in the kitchen;2
guenter-20171006-rec_de5-142;guenter-20171006-rec;de5-142;COMPUTER LIGHTS ON IN THE LIVING ROOM;computer lights on in the living room;2
guenter-20171006-rec_de5-143;guenter-20171006-rec;de5-143;HAL DIM OFF THE LIGHTS IN THE ATTIC;hal dim off the lights in the attic;2
guenter-20171006-rec_de5-144;guenter-20171006-rec;de5-144;COMPUTER TUNE TO POP;computer tune to pop;2
guenter-20171006-rec_de5-145;guenter-20171006-rec;de5-145;HAL TURN OFF THE RADIO;hal turn off the radio;2
guenter-20171006-rec_de5-146;guenter-20171006-rec;de5-146;COMPUTER PLEASE TUNE INTO DEUTSCHLANDFUNK;computer please tune into deutschlandfunk;2
guenter-20171006-rec_de5-147;guenter-20171006-rec;de5-147;PLEASE TUNE TO DANCE;please tune to dance;2
guenter-20171006-rec_de5-148;guenter-20171006-rec;de5-148;COMPUTER TUNE INTO ROCK;computer tune into rock;2
guenter-20171006-rec_de5-149;guenter-20171006-rec;de5-149;SWITCH ON WORKOUT;switch on workout;2
guenter-20171006-rec_de5-150;guenter-20171006-rec;de5-150;COMPUTER TUNE ON POWER HIT RADIO;computer tune on power hit radio;2
guenter-20171006-rec_de5-151;guenter-20171006-rec;de5-151;TURN TO TECH NEWS;turn to tech news;2
guenter-20171006-rec_de5-152;guenter-20171006-rec;de5-152;TURN OFF THE RADIO PLEASE;turn off the radio please;2
